26,15,14,11
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,0,9,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,0,3,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,4,0,0,11,11,0,0,2,2,2,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,4,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,0,0,11,11,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,2,2,0,11,11,2,2,2,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,0,0,0,1,0,0,0,0,0,0
