26,15,5,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,2,2,2,2,2,2,2,2,0,1
1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,10,10,10,10,8,0,0,1
1,0,0,0,0,0,0,0,0,0,11,10,11,10,11,0,2,0,11,0,0,11,0,0,0,1
1,0,0,0,0,0,0,2,2,2,11,10,11,10,11,2,2,2,2,2,2,2,2,0,0,1
1,0,0,0,0,0,0,0,2,0,11,10,11,10,11,4,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,2,3,2,2,11,10,11,10,11,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,2,2,2,2,2,5,11,10,11,10,11,2,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
