26,15,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0
0,3,0,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
3,0,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
3,3,0,3,3,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,3,3,3,3,0,0,0,0,2,0,3,3,0,0,2,0,2,2,0,0,0,0,0,0,0
0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0
0,0,0,0,0,3,3,3,3,3,0,3,0,3,3,3,0,3,3,3,3,3,3,3,3,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
